,VECTOR,OCCURRENCE_ID,SOURCE_TYPE,LOCATION_TYPE,POLYGON_ADMIN,Y,X,YEAR,COUNTRY,COUNTRY_ID,GAUL_AD0,STATUS,infection_source,infection_time
49,Aedes aegypti,50.0,published,point,-999,6.36,2.44,1962,Benin,BEN,29.0,,water,4
50,Aedes aegypti,51.0,published,point,-999,6.24,-57.52,1963,Guyana,GUY,107.0,,water,5
51,Aedes aegypti,52.0,published,point,-999,6.49,-58.27,1963,Guyana,GUY,107.0,,water,7
52,Aedes aegypti,53.0,published,point,-999,6.53,-58.25,1963,Guyana,GUY,107.0,,mosquito,10
53,Aedes aegypti,54.0,published,point,-999,6.55,-57.75,1963,Guyana,GUY,107.0,,air,10
54,Aedes aegypti,55.0,published,point,-999,6.79,-58.15,1963,Guyana,GUY,107.0,,mosquito,4
55,Aedes aegypti,56.0,published,point,-999,6.8,-58.18,1963,Guyana,GUY,107.0,,mosquito,4
56,Aedes aegypti,57.0,published,point,-999,6.82,-58.13,1963,Guyana,GUY,107.0,,mosquito,6
57,Aedes aegypti,58.0,published,point,-999,6.82,-58.23,1963,Guyana,GUY,107.0,,mosquito,3
58,Aedes aegypti,59.0,published,point,-999,6.92,-58.41,1963,Guyana,GUY,107.0,,water,9
59,Aedes aegypti,60.0,published,point,-999,6.99,-58.43,1963,Guyana,GUY,107.0,,air,9
60,Aedes aegypti,61.0,published,point,-999,7.0,-58.5,1963,Guyana,GUY,107.0,,air,4
61,Aedes aegypti,62.0,published,point,-999,7.1,-58.49,1963,Guyana,GUY,107.0,,mosquito,5
62,Aedes aegypti,63.0,published,point,-999,7.45,-58.6,1963,Guyana,GUY,107.0,,mosquito,7
63,Aedes aegypti,64.0,published,point,-999,17.8,-77.24,1963,Jamaica,JAM,123.0,,air,4
64,Aedes aegypti,65.0,published,point,-999,17.99,-76.8,1963,Jamaica,JAM,123.0,,mosquito,1
65,Aedes aegypti,66.0,published,point,-999,13.75,100.52,1964,Thailand,THA,240.0,,air,7
66,Aedes aegypti,67.0,published,point,-999,18.36,-66.11,1964,Puerto Rico,PRI,200.0,,mosquito,10
67,Aedes aegypti,68.0,published,point,-999,22.59,88.31,1964,India,IND,115.0,,water,7
68,Aedes aegypti,69.0,published,point,-999,-20.08,146.26,1965,Australia,AUS,17.0,,water,3
69,Aedes aegypti,70.0,published,point,-999,-17.54,-149.55,1965,French Polynesia,PYF,87.0,,water,9
70,Aedes aegypti,71.0,published,point,-999,4.64,9.44,1965,Cameroon,CMR,45.0,,water,8
71,Aedes aegypti,72.0,published,point,-999,4.64,9.44,1965,Cameroon,CMR,45.0,,water,6
72,Aedes aegypti,73.0,published,point,-999,5.88,-4.82,1965,C?te d'Ivoire,CIV,66.0,,mosquito,6
73,Aedes aegypti,74.0,published,point,-999,6.59,3.35,1965,Nigeria,NGA,182.0,,water,4
74,Aedes aegypti,75.0,published,point,-999,11.56,104.92,1965,Cambodia,KHM,44.0,,air,8
75,Aedes aegypti,76.0,published,point,-999,13.08,100.06,1965,Thailand,THA,240.0,,mosquito,8
76,Aedes aegypti,77.0,published,point,-999,13.75,100.52,1965,Thailand,THA,240.0,,air,2
77,Aedes aegypti,78.0,published,point,-999,13.78,100.58,1965,Thailand,THA,240.0,,mosquito,9
78,Aedes aegypti,79.0,published,point,-999,17.01,81.79,1965,India,IND,115.0,,air,5
79,Aedes aegypti,80.0,published,point,-999,-24.88,152.35,1966,Australia,AUS,17.0,,air,3
80,Aedes aegypti,81.0,published,point,-999,-17.53,146.03,1966,Australia,AUS,17.0,,air,1
81,Aedes aegypti,82.0,published,point,-999,10.78,106.69,1966,Viet Nam,VNM,1011447.0,,mosquito,3
82,Aedes aegypti,83.0,published,point,-999,13.78,100.56,1966,Thailand,THA,240.0,,air,10
83,Aedes aegypti,84.0,published,point,-999,-16.92,145.76,1967,Australia,AUS,17.0,,water,1
84,Aedes aegypti,85.0,published,point,-999,11.17,78.45,1967,India,IND,115.0,,water,7
85,Aedes aegypti,86.0,published,point,-999,12.92,79.14,1967,India,IND,115.0,,water,7
86,Aedes aegypti,87.0,published,point,-999,13.38,99.99,1967,Thailand,THA,240.0,,water,3
87,Aedes aegypti,88.0,published,point,-999,13.71,100.58,1967,Thailand,THA,240.0,,air,4
88,Aedes aegypti,89.0,published,point,-999,13.72,100.46,1967,Thailand,THA,240.0,,air,4
89,Aedes aegypti,90.0,published,point,-999,13.73,100.52,1967,Thailand,THA,240.0,,water,6
90,Aedes aegypti,91.0,published,point,-999,13.75,100.49,1967,Thailand,THA,240.0,,air,1
91,Aedes aegypti,92.0,published,point,-999,13.75,100.55,1967,Thailand,THA,240.0,,air,7
92,Aedes aegypti,93.0,published,point,-999,13.76,100.48,1967,Thailand,THA,240.0,,mosquito,6
93,Aedes aegypti,94.0,published,point,-999,13.77,100.5,1967,Thailand,THA,240.0,,mosquito,10
94,Aedes aegypti,95.0,published,point,-999,13.77,100.53,1967,Thailand,THA,240.0,,mosquito,7
95,Aedes aegypti,96.0,published,point,-999,13.78,100.58,1967,Thailand,THA,240.0,,mosquito,10
96,Aedes aegypti,97.0,published,point,-999,13.81,100.52,1967,Thailand,THA,240.0,,mosquito,6
97,Aedes aegypti,98.0,published,point,-999,14.45,-16.28,1967,Senegal,SEN,217.0,,water,10
98,Aedes aegypti,99.0,published,point,-999,15.14,76.92,1967,India,IND,115.0,,water,5
99,Aedes aegypti,100.0,published,point,-999,17.01,81.79,1967,India,IND,115.0,,water,7
100,Aedes aegypti,101.0,published,point,-999,24.55,-81.78,1967,United States of America,USA,259.0,,mosquito,2
101,Aedes aegypti,102.0,published,point,-999,25.31,83.01,1967,India,IND,115.0,,air,8
102,Aedes aegypti,103.0,published,point,-999,27.51,-99.49,1967,United States of America,USA,259.0,,mosquito,5
103,Aedes aegypti,104.0,published,point,-999,27.96,-82.46,1967,United States of America,USA,259.0,,air,8
104,Aedes aegypti,105.0,published,point,-999,28.56,-81.37,1967,United States of America,USA,259.0,,air,1
105,Aedes aegypti,106.0,published,point,-999,29.66,-82.34,1967,United States of America,USA,259.0,,water,1
106,Aedes aegypti,107.0,published,point,-999,29.75,-95.35,1967,United States of America,USA,259.0,,water,7
107,Aedes aegypti,108.0,published,point,-999,29.88,-97.95,1967,United States of America,USA,259.0,,water,5
108,Aedes aegypti,109.0,published,point,-999,30.69,-88.05,1967,United States of America,USA,259.0,,air,3
109,Aedes aegypti,110.0,published,point,-999,31.21,-82.37,1967,United States of America,USA,259.0,,mosquito,5
110,Aedes aegypti,111.0,published,point,-999,31.55,-97.14,1967,United States of America,USA,259.0,,air,10
111,Aedes aegypti,112.0,published,point,-999,31.76,-95.63,1967,United States of America,USA,259.0,,mosquito,1
112,Aedes aegypti,113.0,published,point,-999,32.37,-88.71,1967,United States of America,USA,259.0,,water,2
113,Aedes aegypti,114.0,published,point,-999,32.38,-88.71,1967,United States of America,USA,259.0,,water,7
114,Aedes aegypti,115.0,published,point,-999,33.22,-87.58,1967,United States of America,USA,259.0,,air,6
115,Aedes aegypti,116.0,published,point,-999,33.47,-81.99,1967,United States of America,USA,259.0,,air,3
116,Aedes aegypti,117.0,published,point,-999,34.0,-81.04,1967,United States of America,USA,259.0,,water,5
117,Aedes aegypti,118.0,published,point,-999,34.19,-79.78,1967,United States of America,USA,259.0,,mosquito,5
118,Aedes aegypti,119.0,published,point,-999,34.85,-82.41,1967,United States of America,USA,259.0,,air,2
119,Aedes aegypti,120.0,published,point,-999,34.95,-81.93,1967,United States of America,USA,259.0,,mosquito,7
120,Aedes aegypti,121.0,unpublished,,,-8.52,140.42,1968,Indonesia,IDN,1013696.0,,water,9
121,Aedes aegypti,122.0,unpublished,,,-8.48,140.39,1968,Indonesia,IDN,1013696.0,,mosquito,5
122,Aedes aegypti,123.0,published,point,-999,-6.75,39.28,1968,United Republic of Tanzania,TZA,257.0,,mosquito,7
123,Aedes aegypti,124.0,unpublished,,,-2.57,140.51,1968,Indonesia,IDN,1013696.0,,water,4
124,Aedes aegypti,125.0,unpublished,,,-1.19,136.11,1968,Indonesia,IDN,1013696.0,,mosquito,6
125,Aedes aegypti,126.0,unpublished,,,-1.18,136.08,1968,Indonesia,IDN,1013696.0,,mosquito,4
126,Aedes aegypti,127.0,unpublished,,,-0.89,134.05,1968,Indonesia,IDN,1013696.0,,water,7
127,Aedes aegypti,128.0,unpublished,,,-0.89,131.29,1968,Indonesia,IDN,1013696.0,,water,8
128,Aedes aegypti,129.0,published,point,-999,1.28,103.84,1968,Singapore,SGP,222.0,,air,7
129,Aedes aegypti,130.0,published,point,-999,1.28,103.83,1968,Singapore,SGP,222.0,,mosquito,6
130,Aedes aegypti,131.0,published,point,-999,1.28,103.83,1968,Singapore,SGP,222.0,,mosquito,9
131,Aedes aegypti,132.0,published,point,-999,1.28,103.85,1968,Singapore,SGP,222.0,,water,6
132,Aedes aegypti,133.0,published,point,-999,1.29,103.82,1968,Singapore,SGP,222.0,,air,7
133,Aedes aegypti,134.0,published,point,-999,1.3,103.86,1968,Singapore,SGP,222.0,,mosquito,8
134,Aedes aegypti,135.0,published,point,-999,1.32,103.88,1968,Singapore,SGP,222.0,,mosquito,1
135,Aedes aegypti,136.0,published,point,-999,1.32,103.86,1968,Singapore,SGP,222.0,,water,2
136,Aedes aegypti,137.0,published,point,-999,1.33,103.9,1968,Singapore,SGP,222.0,,air,5
137,Aedes aegypti,138.0,published,point,-999,1.33,103.93,1968,Singapore,SGP,222.0,,air,3
138,Aedes aegypti,139.0,published,polygon,,7.41,3.9,1968,Nigeria,NGA,182.0,,air,5
139,Aedes aegypti,140.0,published,point,-999,13.77,100.5,1968,Thailand,THA,240.0,,water,8
140,Aedes aegypti,141.0,published,point,-999,13.93,100.59,1968,Thailand,THA,240.0,,mosquito,10
141,Aedes aegypti,142.0,published,point,-999,15.71,100.14,1968,Thailand,THA,240.0,,water,10
142,Aedes aegypti,143.0,published,point,-999,18.17,-65.96,1968,Puerto Rico,PRI,200.0,,mosquito,4
143,Aedes aegypti,144.0,published,point,-999,18.21,-67.14,1968,Puerto Rico,PRI,200.0,,air,8
144,Aedes aegypti,145.0,published,point,-999,18.3,-66.25,1968,Puerto Rico,PRI,200.0,,air,8
145,Aedes aegypti,146.0,published,point,-999,18.33,-66.41,1968,Puerto Rico,PRI,200.0,,air,7
146,Aedes aegypti,147.0,published,point,-999,18.35,-66.32,1968,Puerto Rico,PRI,200.0,,mosquito,10
147,Aedes aegypti,148.0,published,point,-999,25.48,-80.49,1968,United States of America,USA,259.0,,mosquito,3
148,Aedes aegypti,149.0,published,point,-999,25.83,-80.22,1968,United States of America,USA,259.0,,air,7
149,Aedes aegypti,150.0,published,point,-999,26.35,-80.09,1968,United States of America,USA,259.0,,mosquito,1
150,Aedes aegypti,151.0,published,point,-999,26.71,-78.16,1968,Bahamas,BHS,20.0,,water,8
151,Aedes aegypti,152.0,published,point,-999,27.19,-80.25,1968,United States of America,USA,259.0,,mosquito,1
152,Aedes aegypti,153.0,published,point,-999,27.77,-97.41,1968,United States of America,USA,259.0,,water,10
153,Aedes aegypti,154.0,published,point,-999,28.03,-97.5,1968,United States of America,USA,259.0,,water,4
154,Aedes aegypti,155.0,published,point,-999,28.55,-81.77,1968,United States of America,USA,259.0,,water,4
155,Aedes aegypti,156.0,published,point,-999,28.59,-81.35,1968,United States of America,USA,259.0,,air,4
156,Aedes aegypti,157.0,published,point,-999,28.79,-81.28,1968,United States of America,USA,259.0,,air,10
157,Aedes aegypti,158.0,published,point,-999,28.81,-81.88,1968,United States of America,USA,259.0,,mosquito,8
158,Aedes aegypti,159.0,published,point,-999,29.03,-81.31,1968,United States of America,USA,259.0,,mosquito,7
159,Aedes aegypti,160.0,published,point,-999,29.06,-82.46,1968,United States of America,USA,259.0,,mosquito,6
160,Aedes aegypti,161.0,published,point,-999,29.19,-82.14,1968,United States of America,USA,259.0,,mosquito,5
161,Aedes aegypti,162.0,published,point,-999,29.21,-81.03,1968,United States of America,USA,259.0,,air,5
162,Aedes aegypti,163.0,published,point,-999,29.42,-98.5,1968,United States of America,USA,259.0,,air,4
163,Aedes aegypti,164.0,published,point,-999,29.42,-98.5,1968,United States of America,USA,259.0,,mosquito,2
164,Aedes aegypti,165.0,published,point,-999,29.57,-97.97,1968,United States of America,USA,259.0,,mosquito,2
165,Aedes aegypti,166.0,published,point,-999,29.65,-81.65,1968,United States of America,USA,259.0,,water,1
166,Aedes aegypti,167.0,published,point,-999,29.75,-95.35,1968,United States of America,USA,259.0,,mosquito,3
167,Aedes aegypti,168.0,published,point,-999,29.9,-81.32,1968,United States of America,USA,259.0,,mosquito,7
168,Aedes aegypti,169.0,published,point,-999,29.95,-82.11,1968,United States of America,USA,259.0,,water,2
169,Aedes aegypti,170.0,published,point,-999,30.0,-81.69,1968,United States of America,USA,259.0,,mosquito,7
170,Aedes aegypti,171.0,published,point,-999,30.29,-81.4,1968,United States of America,USA,259.0,,water,6
171,Aedes aegypti,172.0,published,point,-999,30.34,-95.09,1968,United States of America,USA,259.0,,water,3
172,Aedes aegypti,173.0,published,point,-999,30.42,-87.23,1968,United States of America,USA,259.0,,water,4
173,Aedes aegypti,174.0,published,point,-999,30.48,-90.11,1968,United States of America,USA,259.0,,mosquito,7
174,Aedes aegypti,175.0,published,point,-999,30.63,-87.05,1968,United States of America,USA,259.0,,mosquito,3
175,Aedes aegypti,176.0,published,point,-999,30.68,-81.45,1968,United States of America,USA,259.0,,air,4
176,Aedes aegypti,177.0,published,point,-999,30.85,-96.98,1968,United States of America,USA,259.0,,mosquito,5
177,Aedes aegypti,178.0,published,point,-999,31.09,-97.36,1968,United States of America,USA,259.0,,water,7
178,Aedes aegypti,179.0,published,point,-999,31.33,-94.73,1968,United States of America,USA,259.0,,water,8
179,Aedes aegypti,180.0,published,point,-999,31.6,-94.66,1968,United States of America,USA,259.0,,water,4
180,Aedes aegypti,181.0,published,point,-999,31.76,-95.63,1968,United States of America,USA,259.0,,water,10
181,Aedes aegypti,182.0,published,point,-999,31.79,-95.15,1968,United States of America,USA,259.0,,air,3
182,Aedes aegypti,183.0,published,point,-999,31.86,-81.63,1968,United States of America,USA,259.0,,air,9
183,Aedes aegypti,184.0,published,point,-999,32.32,-90.89,1968,United States of America,USA,259.0,,mosquito,5
184,Aedes aegypti,185.0,published,point,-999,32.37,-88.71,1968,United States of America,USA,259.0,,air,1
185,Aedes aegypti,186.0,published,point,-999,32.48,-93.77,1968,United States of America,USA,259.0,,water,3
186,Aedes aegypti,187.0,published,point,-999,32.49,-94.07,1968,United States of America,USA,259.0,,air,10
187,Aedes aegypti,188.0,published,point,-999,32.75,-97.33,1968,United States of America,USA,259.0,,water,7
188,Aedes aegypti,189.0,published,point,-999,-21.05,31.67,1969,Zimbabwe,ZWE,271.0,,air,3
189,Aedes aegypti,190.0,published,point,-999,-5.07,39.1,1969,United Republic of Tanzania,TZA,257.0,,water,1
190,Aedes aegypti,191.0,published,point,-999,1.28,103.82,1969,Singapore,SGP,222.0,,mosquito,3
191,Aedes aegypti,192.0,published,point,-999,1.31,103.89,1969,Singapore,SGP,222.0,,air,1
192,Aedes aegypti,193.0,published,point,-999,1.31,103.85,1969,Singapore,SGP,222.0,,water,6
193,Aedes aegypti,194.0,published,point,-999,1.32,103.85,1969,Singapore,SGP,222.0,,water,4
194,Aedes aegypti,195.0,published,point,-999,6.32,0.09,1969,Ghana,GHA,94.0,,mosquito,3
195,Aedes aegypti,196.0,published,point,-999,6.48,2.63,1969,Benin,BEN,29.0,,air,4
196,Aedes aegypti,197.0,published,point,-999,9.43,100.01,1969,Thailand,THA,240.0,,mosquito,9
197,Aedes aegypti,198.0,published,point,-999,9.45,99.94,1969,Thailand,THA,240.0,,water,6
198,Aedes aegypti,199.0,published,point,-999,9.48,99.97,1969,Thailand,THA,240.0,,air,3
199,Aedes aegypti,200.0,published,point,-999,9.5,99.93,1969,Thailand,THA,240.0,,mosquito,4
200,Aedes aegypti,201.0,published,point,-999,9.57,100.0,1969,Thailand,THA,240.0,,mosquito,8
201,Aedes aegypti,202.0,published,point,-999,10.31,123.9,1969,Philippines,PHL,196.0,,water,8
202,Aedes aegypti,203.0,published,point,-999,11.62,-2.75,1969,Burkina Faso,BFA,42.0,,air,3
203,Aedes aegypti,204.0,published,point,-999,12.77,79.78,1969,India,IND,115.0,,water,3
204,Aedes aegypti,205.0,published,point,-999,12.9,79.33,1969,India,IND,115.0,,water,3
205,Aedes aegypti,206.0,published,point,-999,12.92,79.14,1969,India,IND,115.0,,mosquito,1
206,Aedes aegypti,207.0,published,point,-999,12.93,79.33,1969,India,IND,115.0,,mosquito,5
207,Aedes aegypti,208.0,published,point,-999,12.98,-3.15,1969,Burkina Faso,BFA,42.0,,air,1
208,Aedes aegypti,209.0,published,point,-999,13.08,80.27,1969,India,IND,115.0,,water,3
209,Aedes aegypti,210.0,published,point,-999,13.21,79.11,1969,India,IND,115.0,,mosquito,8
210,Aedes aegypti,211.0,published,point,-999,13.75,100.52,1969,Thailand,THA,240.0,,water,7
211,Aedes aegypti,212.0,published,point,-999,13.75,100.5,1969,Thailand,THA,240.0,,water,9
212,Aedes aegypti,213.0,published,point,-999,13.75,100.53,1969,Thailand,THA,240.0,,air,5
213,Aedes aegypti,214.0,published,point,-999,13.78,100.57,1969,Thailand,THA,240.0,,mosquito,8
214,Aedes aegypti,215.0,published,point,-999,13.78,100.62,1969,Thailand,THA,240.0,,water,9
215,Aedes aegypti,216.0,published,point,-999,13.88,100.59,1969,Thailand,THA,240.0,,water,2
216,Aedes aegypti,217.0,published,point,-999,16.78,96.11,1969,Myanmar,MMR,1011440.0,,air,9
217,Aedes aegypti,218.0,published,point,-999,17.97,-66.91,1969,Puerto Rico,PRI,200.0,,mosquito,2
218,Aedes aegypti,219.0,published,point,-999,17.97,-66.06,1969,Puerto Rico,PRI,200.0,,mosquito,9
219,Aedes aegypti,220.0,published,point,-999,17.98,-66.11,1969,Puerto Rico,PRI,200.0,,air,9
220,Aedes aegypti,221.0,published,point,-999,18.01,-66.02,1969,Puerto Rico,PRI,200.0,,mosquito,5
221,Aedes aegypti,222.0,published,point,-999,18.02,-66.62,1969,Puerto Rico,PRI,200.0,,air,5
222,Aedes aegypti,223.0,published,point,-999,18.08,-66.36,1969,Puerto Rico,PRI,200.0,,air,1
223,Aedes aegypti,224.0,published,point,-999,18.16,-65.83,1969,Puerto Rico,PRI,200.0,,mosquito,9
224,Aedes aegypti,225.0,published,point,-999,18.18,-65.87,1969,Puerto Rico,PRI,200.0,,water,7
225,Aedes aegypti,226.0,published,point,-999,18.21,-67.14,1969,Puerto Rico,PRI,200.0,,air,5
226,Aedes aegypti,227.0,published,point,-999,18.23,-65.92,1969,Puerto Rico,PRI,200.0,,mosquito,8
227,Aedes aegypti,228.0,published,point,-999,18.24,-66.04,1969,Puerto Rico,PRI,200.0,,water,7
228,Aedes aegypti,229.0,published,point,-999,18.27,-65.65,1969,Puerto Rico,PRI,200.0,,water,10
229,Aedes aegypti,230.0,published,point,-999,18.27,-66.7,1969,Puerto Rico,PRI,200.0,,air,3
230,Aedes aegypti,231.0,published,point,-999,18.3,-66.88,1969,Puerto Rico,PRI,200.0,,water,3
231,Aedes aegypti,232.0,published,point,-999,18.33,-65.66,1969,Puerto Rico,PRI,200.0,,mosquito,2
232,Aedes aegypti,233.0,published,point,-999,18.35,-66.32,1969,Puerto Rico,PRI,200.0,,water,6
233,Aedes aegypti,234.0,published,point,-999,18.36,-66.11,1969,Puerto Rico,PRI,200.0,,mosquito,1
234,Aedes aegypti,235.0,published,point,-999,18.38,-65.96,1969,Puerto Rico,PRI,200.0,,air,2
235,Aedes aegypti,236.0,published,point,-999,18.4,-66.04,1969,Puerto Rico,PRI,200.0,,mosquito,4
236,Aedes aegypti,237.0,published,point,-999,18.43,-65.88,1969,Puerto Rico,PRI,200.0,,water,8
237,Aedes aegypti,238.0,published,point,-999,18.43,-67.15,1969,Puerto Rico,PRI,200.0,,mosquito,7
238,Aedes aegypti,239.0,published,point,-999,18.44,-66.49,1969,Puerto Rico,PRI,200.0,,mosquito,9
239,Aedes aegypti,240.0,published,point,-999,18.45,-66.06,1969,Puerto Rico,PRI,200.0,,mosquito,7
240,Aedes aegypti,241.0,published,point,-999,18.46,-66.55,1969,Puerto Rico,PRI,200.0,,water,10
241,Aedes aegypti,242.0,published,point,-999,18.47,-66.94,1969,Puerto Rico,PRI,200.0,,mosquito,9
242,Aedes aegypti,243.0,published,point,-999,18.48,-66.73,1969,Puerto Rico,PRI,200.0,,air,9
243,Aedes aegypti,244.0,published,point,-999,18.49,-66.83,1969,Puerto Rico,PRI,200.0,,air,7
244,Aedes aegypti,245.0,published,point,-999,25.62,-80.35,1969,United States of America,USA,259.0,,water,9
245,Aedes aegypti,246.0,published,point,-999,31.33,-85.7,1969,United States of America,USA,259.0,,air,3
246,Aedes aegypti,247.0,published,point,-999,32.01,-81.15,1969,United States of America,USA,259.0,,water,9
247,Aedes aegypti,248.0,published,point,-999,32.32,-89.03,1969,United States of America,USA,259.0,,water,2
248,Aedes aegypti,249.0,published,point,-999,32.32,-89.02,1969,United States of America,USA,259.0,,mosquito,8
249,Aedes aegypti,250.0,published,point,-999,32.33,-88.93,1969,United States of America,USA,259.0,,mosquito,9
250,Aedes aegypti,251.0,published,point,-999,32.37,-84.96,1969,United States of America,USA,259.0,,air,8
251,Aedes aegypti,252.0,published,point,-999,32.37,-88.71,1969,United States of America,USA,259.0,,water,2
252,Aedes aegypti,253.0,published,point,-999,33.42,-82.16,1969,United States of America,USA,259.0,,water,7
253,Aedes aegypti,254.0,published,point,-999,33.71,-84.43,1969,United States of America,USA,259.0,,air,9
254,Aedes aegypti,255.0,published,point,-999,33.72,-85.78,1969,United States of America,USA,259.0,,water,2
255,Aedes aegypti,256.0,published,point,-999,34.05,-80.78,1969,United States of America,USA,259.0,,water,1
256,Aedes aegypti,257.0,unpublished,,,-6.21,106.84,1972,Indonesia,IDN,1013696.0,,mosquito,10
257,Aedes aegypti,258.0,unpublished,,,-6.18,106.85,1972,Indonesia,IDN,1013696.0,,mosquito,5
